time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-10T05:49:06.466Z,29.18060303,-97.60512408,4.573038737,3.4,ml,31,54,0.03164304691,0.3,tx,tx2021gzii,2021-04-12T15:27:30.237Z,"10 km SSE of Smiley, Texas",earthquake,1.141008282,1.627760706,0.2,18,reviewed,tx,tx
2021-04-10T04:47:20.135Z,22.6564,121.4369,10,4.4,mb,,132,0.366,0.78,us,us6000e0ik,2021-04-10T05:07:38.040Z,"101 km NE of Hengchun, Taiwan",earthquake,2.3,1.9,0.203,7,reviewed,us,us
2021-04-10T04:15:55.071Z,-20.0574,169.1992,60.96,5.1,mww,,80,3.402,0.81,us,us6000e0ih,2021-04-11T01:17:27.040Z,"57 km S of Isangel, Vanuatu",earthquake,9.1,5.8,0.098,10,reviewed,us,us
2021-04-10T03:57:58.440Z,34.1475,-116.4451667,5.88,3,ml,98,31,0.059,0.15,ci,ci39845512,2021-04-12T22:31:59.278Z,"4km NNW of Yucca Valley, CA",earthquake,0.09,0.4,0.144,201,reviewed,ci,ci
2021-04-10T02:21:28.251Z,32.11761475,-102.1578458,6.529418944999999,2.6,ml,33,45,0.01432063531,0.2,tx,tx2021gzbm,2021-04-12T16:35:22.069Z,"15 km NNW of Midland, Texas",earthquake,0.6314240272000001,0.5137197491999999,0.1,12,reviewed,tx,tx
2021-04-10T01:54:56.447Z,29.3445,129.3067,10,4.4,mb,,107,2.373,0.72,us,us6000e0i1,2021-04-10T02:16:12.040Z,"109 km N of Naze, Japan",earthquake,8.1,1.9,0.095,32,reviewed,us,us
2021-04-10T01:32:18.329Z,-23.5368,171.7906,10,4.6,mb,,128,5.069,1.27,us,us6000e0hy,2021-04-10T01:53:00.040Z,"southeast of the Loyalty Islands",earthquake,7.4,1.9,0.146,14,reviewed,us,us
2021-04-10T01:03:36.170Z,18.0141,-66.7906,15,2.59,md,20,153,0.1866,0.11,pr,pr2021100000,2021-04-10T01:41:58.397Z,"0 km SSE of Guayanilla, Puerto Rico",earthquake,0.29,0.36,0.23,9,reviewed,pr,pr
2021-04-09T22:07:30.660Z,29.2886,129.4062,12.62,5.3,mww,,38,2.39,0.64,us,us6000e0h9,2021-04-12T03:42:43.694Z,"102 km N of Naze, Japan",earthquake,5.8,2.7,0.061,26,reviewed,us,us
2021-04-09T21:26:33.356Z,31.66691464,-104.3663048,7.596923828000001,2.5,ml,18,60,0.1146495017,0.3,tx,tx2021gyrt,2021-04-12T16:26:57.220Z,"56 km S of Whites City, New Mexico",earthquake,1.187789492,1.351886306,0.2,7,reviewed,tx,tx
2021-04-09T19:55:43.392Z,31.62446095,-104.5251985,7.905419922,2.5,ml,17,76,0.04887656682,0.3,tx,tx2021gyot,2021-04-12T16:18:19.577Z,"62 km SSW of Whites City, New Mexico",earthquake,2.059260123,1.244663917,0.2,9,reviewed,tx,tx
2021-04-09T19:05:04.490Z,19.4375,-155.344833374023,3.91000008583069,2.68,ml,28,57,,0.289999992,hv,hv72419062,2021-04-09T19:10:38.420Z,"11 km W of Volcano, Hawaii",earthquake,0.55,1.37,3.27,28,automatic,hv,hv
2021-04-09T19:05:03.990Z,19.4171666666667,-155.323833333333,5.37,2.75,ml,35,108,,0.1,hv,hv72419057,2021-04-09T22:27:51.040Z,"9 km WSW of Volcano, Hawaii",earthquake,0.29,0.43,0.155319351803537,28,reviewed,hv,hv
2021-04-09T18:36:46.625Z,45.8465,26.6704,71.21,4.4,mb,,56,0.62,1.1,us,us6000e0fl,2021-04-12T19:05:39.756Z,"4 km W of Vrâncioaia, Romania",earthquake,5.8,8,0.123,20,reviewed,us,us
2021-04-09T18:06:49.549Z,65.8964,-151.7979,6.5,2.5,ml,,,,1.04,ak,ak0214k0yjlk,2021-04-09T22:24:09.040Z,"81 km SSE of New Allakaket, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-04-09T17:55:04.708Z,2.3655,128.503,230.37,4.5,mb,,105,1.948,0.7,us,us6000e0fa,2021-04-09T22:14:04.040Z,"89 km NE of Tobelo, Indonesia",earthquake,10,7.6,0.074,61,reviewed,us,us
2021-04-09T15:21:03.480Z,18.0068,-66.7541,11,2.92,md,21,154,0.1522,0.2,pr,pr2021099007,2021-04-09T15:55:32.465Z,"1 km SE of Magas Arriba, Puerto Rico",earthquake,0.41,0.34,0.21,19,reviewed,pr,pr
2021-04-09T14:49:16.252Z,36.2569,-106.7881,5.41,3.3,ml,,137,1.335,0.26,us,us6000e0dj,2021-04-09T14:59:10.040Z,"3 km NNE of Capulin, New Mexico",earthquake,3.1,1.8,0.038,89,reviewed,us,us
2021-04-09T12:51:28.627Z,-23.3907,171.7938,10,5,mww,,86,5.042,0.46,us,us6000e0c9,2021-04-09T13:24:14.040Z,"southeast of the Loyalty Islands",earthquake,8.6,1.8,0.098,10,reviewed,us,us
2021-04-09T12:34:29.450Z,44.33,-115.0495,5.99,2.67,ml,14,58,0.134,0.19,mb,mb80495549,2021-04-10T04:20:30.484Z,"15 km NW of Stanley, Idaho",earthquake,0.38,1.03,0.312,20,reviewed,mb,mb
2021-04-09T12:08:16.930Z,18.1701,-67.3131,21,2.46,md,21,196,0.1747,0.17,pr,pr2021099005,2021-04-09T12:29:51.697Z,"16 km NW of Puerto Real, Puerto Rico",earthquake,0.73,1.31,0.35,11,reviewed,pr,pr
2021-04-09T12:00:41.431Z,-18.0387,-178.2827,591.05,4.2,mb,,99,3.501,0.87,us,us6000e0ak,2021-04-09T12:20:38.040Z,"254 km E of Levuka, Fiji",earthquake,13.2,7.3,0.061,74,reviewed,us,us
2021-04-09T11:54:33.799Z,65.9349,-157.6335,0,2.5,ml,,,,0.79,ak,ak0214jx2rvj,2021-04-09T12:08:14.679Z,"62 km WNW of Huslia, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-09T11:24:29.587Z,-17.6528,-178.68,528.52,5.2,mww,,76,3.115,0.91,us,us6000e0ae,2021-04-09T11:43:26.040Z,"217 km ENE of Levuka, Fiji",earthquake,11.2,7.5,0.098,10,reviewed,us,us
2021-04-09T08:54:08.269Z,40.0154,141.5241,70.17,4.3,mb,,184,0.849,0.69,us,us6000e08k,2021-04-09T16:28:25.668Z,"30 km SE of Ichinohe, Japan",earthquake,8.6,9.2,0.153,12,reviewed,us,us
2021-04-09T08:08:59.097Z,3.0678,96.3967,52.44,4.3,mb,,172,2.111,0.44,us,us6000e08g,2021-04-09T08:23:03.040Z,"64 km N of Sinabang, Indonesia",earthquake,8,10.5,0.143,14,reviewed,us,us
2021-04-09T06:56:15.228Z,69.1206,-144.7083,0,2.8,ml,,,,0.87,ak,ak0214ju3zuc,2021-04-09T07:09:41.976Z,"115 km NNE of Arctic Village, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-09T06:53:19.119Z,-29.682,-69.7305,114.32,4.3,mwr,,66,0.431,0.76,us,us6000e080,2021-04-09T13:33:26.334Z,"102 km ENE of Vicuña, Chile",earthquake,6.8,7.1,0.086,13,reviewed,us,us
2021-04-09T06:48:21.222Z,31.68407166,-104.3026549,6.851391602,2.5,ml,27,52,0.09018729934,0.3,tx,tx2021gxot,2021-04-09T15:10:09.615Z,"54 km S of Whites City, New Mexico",earthquake,0.9789109661,1.236067739,0.2,11,reviewed,tx,tx
2021-04-09T05:28:29.170Z,18.3088,-68.3148,117,3.37,md,21,152,0.2156,0.09,pr,pr2021099003,2021-04-09T06:50:29.040Z,"31 km SSE of Punta Cana, Dominican Republic",earthquake,1.1,0.56,0.19,13,reviewed,pr,pr
2021-04-09T05:19:50.527Z,41.3251,-116.1724,12,3.4,ml,8,168.34,0.344,0.1706,nn,nn00804674,2021-04-09T15:43:20.549Z,"61 km NW of Osino, Nevada",earthquake,,1.7,0.08,7,reviewed,nn,nn
2021-04-09T04:40:12.504Z,58.7201,-153.6518,5.6,2.5,ml,,,,0.66,ak,ak0214jstoww,2021-04-09T05:10:57.775Z,"85 km NNW of Aleneva, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-09T03:57:58.930Z,32.7803333,-115.4328333,11.58,2.75,ml,35,47,0.02755,0.25,ci,ci39844272,2021-04-10T03:25:26.064Z,"6km SW of Holtville, CA",earthquake,0.27,0.43,0.15,44,reviewed,ci,ci
2021-04-09T03:57:13.020Z,32.7825,-115.4381667,12.58,2.87,ml,40,49,0.02389,0.24,ci,ci39844264,2021-04-09T15:16:26.390Z,"6km WSW of Holtville, CA",earthquake,0.26,0.5,0.301,20,reviewed,ci,ci
2021-04-09T03:31:46.760Z,32.776,-115.4355,13.84,2.84,ml,36,37,0.03075,0.25,ci,ci39844232,2021-04-09T15:16:40.626Z,"6km SW of Holtville, CA",earthquake,0.3,0.45,0.261,20,reviewed,ci,ci
2021-04-09T03:29:31.298Z,58.675,-153.3582,4,2.6,ml,,,,1.03,ak,ak0214js5y17,2021-04-09T03:35:16.892Z,"73 km NNW of Aleneva, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-09T03:23:15.044Z,58.7115,-153.5527,0,2.6,ml,,,,0.86,ak,ak0214js4m6w,2021-04-09T03:36:57.242Z,"81 km NNW of Aleneva, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-04-09T02:40:18.706Z,62.4119,-148.283,19.3,2.7,ml,,,,0.59,ak,ak0214jrmu9a,2021-04-09T02:53:21.495Z,"69 km N of Chickaloon, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-04-09T02:07:01.240Z,40.2946667,-124.5795,12.54,2.9,md,34,229,0.1813,0.17,nc,nc73547020,2021-04-10T06:32:04.688Z,"25km W of Petrolia, CA",earthquake,0.33,0.38,0.184,35,reviewed,nc,nc
2021-04-09T02:02:10.310Z,-33.8651,-70.2529,107.26,4.8,mb,,70,0.124,0.65,us,us6000e06p,2021-04-11T02:18:09.999Z,"41 km SE of Puente Alto, Chile",earthquake,4.7,4.4,0.036,240,reviewed,us,us
2021-04-09T01:39:41.599Z,9.9003,-84.0809,10.4,3.2,ml,,140,0.105,0.43,us,us6000e06q,2021-04-09T14:30:20.958Z,"2 km E of Alajuelita, Costa Rica",earthquake,1.5,3.4,0.105,12,reviewed,us,us
2021-04-09T00:39:31.190Z,40.2363333,-124.161,12.39,2.47,md,25,132,0.01618,0.13,nc,nc73546990,2021-04-12T03:30:41.040Z,"14km SE of Petrolia, CA",earthquake,0.26,0.29,0.126,41,reviewed,nc,nc
2021-04-09T00:33:47.080Z,33.9323333,-116.7873333,14.76,3.11,ml,145,17,0.01873,0.2,ci,ci39844112,2021-04-13T02:52:10.040Z,"2km N of Cabazon, CA",earthquake,0.11,0.22,0.14,271,reviewed,ci,ci
2021-04-08T22:12:10.800Z,18.3623,-68.5006,138,3.9,md,28,150,0.1928,0.28,pr,pr2021098006,2021-04-12T02:17:16.040Z,"11 km E of Boca de Yuma, Dominican Republic",earthquake,2.46,1.21,0.06,21,reviewed,pr,pr
2021-04-08T21:40:53.760Z,40.3815,-124.4776667,28.46,2.45,md,14,258,0.1389,0.1,nc,nc73546930,2021-04-12T00:08:59.040Z,"18km WNW of Petrolia, CA",earthquake,0.6,0.49,0.521,17,reviewed,nc,nc
2021-04-08T20:51:15.140Z,35.6538333,-117.5496667,8.34,3.62,ml,42,59,0.09151,0.14,ci,ci39843952,2021-04-10T08:28:31.103Z,"12km ENE of Ridgecrest, CA",earthquake,0.15,0.39,0.132,120,reviewed,ci,ci
2021-04-08T19:10:18.900Z,49.9791667,-114.971,-2,2.76,ml,7,302,2.133,0.31,mb,mb80495394,2021-04-08T21:03:06.420Z,"9 km SW of Elkford, Canada",quarry blast,6.85,31.61,0.039,2,reviewed,mb,mb
2021-04-08T18:33:40.719Z,35.14533333,-95.28966667,6.53,2.53,ml,52,130,0.1574690992,0.21,ok,ok2021gwqn,2021-04-08T20:43:37.040Z,"5 km WNW of Kinta, Oklahoma",earthquake,,0.5,0.17,12,reviewed,ok,ok
2021-04-08T17:43:31.491Z,29.17877197,-97.6071921,2.861206055,2.9,ml,24,54,0.02907048349,0.2,tx,tx2021gwoy,2021-04-08T20:58:33.040Z,"10 km SSE of Smiley, Texas",earthquake,1.067396902,1.322107295,0.2,14,reviewed,tx,tx
2021-04-08T17:40:41.702Z,3.7028,95.8001,67.37,4.4,mb,,141,1.898,0.79,us,us6000e03d,2021-04-08T20:30:09.040Z,"60 km SW of Meulaboh, Indonesia",earthquake,7.6,8.7,0.103,27,reviewed,us,us
2021-04-08T17:10:18.765Z,63.2075,-148.5817,77.7,5.5,mww,,,,0.73,ak,ak0214icukav,2021-04-12T17:20:28.670Z,"27 km SE of Cantwell, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-04-08T16:47:39.214Z,57.7826,-156.4552,137.2,3,ml,,,,0.71,ak,ak0214ich3qo,2021-04-08T18:21:01.040Z,"63 km ENE of Ugashik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-08T16:32:04.700Z,31.68730286,-104.3764417,6.799975586,3.2,ml,36,50,0.1076270466,0.3,tx,tx2021gwmn,2021-04-08T18:10:41.337Z,"54 km S of Whites City, New Mexico",earthquake,0.8643319246,1.175828426,0.2,21,reviewed,tx,tx
2021-04-08T16:20:30.480Z,36.7885,-117.433,0.83,2.58,ml,23,81,0.214,0.14,ci,ci39843544,2021-04-08T20:40:02.429Z,"33km NW of Stovepipe Wells, CA",earthquake,0.22,0.81,0.147,10,reviewed,ci,ci
2021-04-08T15:23:08.447Z,36.3178,27.1975,32.72,4.2,mb,,51,0.753,0.88,us,us6000e001,2021-04-08T17:02:18.040Z,"33 km S of Mandráki, Greece",earthquake,3.6,6.3,0.136,17,reviewed,us,us
2021-04-08T15:02:47.772Z,52.9219,-173.3903,211.95,4.2,mb,,122,0.873,0.78,us,us6000e005,2021-04-08T16:22:22.040Z,"97 km NE of Atka, Alaska",earthquake,9,7.6,0.056,94,reviewed,us,us
2021-04-08T14:23:00.320Z,19.3298333333333,-155.151166666667,1.08,2.97,ml,18,110,,0.1,hv,hv72417157,2021-04-08T18:19:09.450Z,"15 km S of Fern Forest, Hawaii",earthquake,0.37,0.45,0.167700022819798,34,reviewed,hv,hv
2021-04-08T14:17:52.886Z,60.6916,-150.5466,34.9,2.6,ml,,,,0.79,ak,ak0214ib3u3q,2021-04-08T17:39:02.408Z,"20 km NE of Sterling, Alaska",earthquake,,359.3,,,automatic,ak,ak
2021-04-08T14:15:20.065Z,60.1756,-153.3699,154.11,2.6,ml,,86,0.265,0.89,us,us6000dzzk,2021-04-08T18:08:50.499Z,"52 km E of Port Alsworth, Alaska",earthquake,4.9,7.6,0.045,66,reviewed,us,us
2021-04-08T14:07:41.377Z,38.165,-117.8388,9.2,2.5,ml,27,44.36,0.026,0.1212,nn,nn00804591,2021-04-08T16:04:14.151Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.19,13,reviewed,nn,nn
2021-04-08T12:19:49.486Z,-28.8295,-176.6333,10,4.6,mb,,81,11.045,0.88,us,us6000dzz4,2021-04-08T13:27:45.040Z,"Kermadec Islands region",earthquake,12.8,1.9,0.08,47,reviewed,us,us
2021-04-08T11:19:38.820Z,33.8243333,-116.9946667,12.41,2.79,ml,138,18,0.02761,0.21,ci,ci39843240,2021-04-09T17:30:24.885Z,"6km NW of San Jacinto, CA",earthquake,0.11,0.33,0.147,170,reviewed,ci,ci
2021-04-08T10:33:08.610Z,17.9066,-66.8898,11,2.75,md,18,209,0.1667,0.16,pr,pr2021098004,2021-04-08T12:53:59.460Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.7,0.59,0.19,8,reviewed,pr,pr
2021-04-08T10:25:16.818Z,-34.7258,-107.6791,10,5.4,mww,,153,29.042,0.89,us,us6000e0cf,2021-04-09T14:20:24.200Z,"southern East Pacific Rise",earthquake,15.1,1.9,0.086,13,reviewed,us,us
2021-04-08T07:59:43.459Z,-7.5135,-74.6419,151.02,4.3,mb,,124,1.932,0.58,us,us6000dzy0,2021-04-08T08:18:58.040Z,"45 km ESE of Contamana, Peru",earthquake,9.4,9.7,0.142,14,reviewed,us,us
2021-04-08T06:38:57.932Z,38.169,-117.9386,4.9,2.8,ml,30,28.61,0.034,0.1229,nn,nn00804575,2021-04-08T15:39:14.729Z,"Nevada",earthquake,,0.8,0.45,16,reviewed,nn,nn
2021-04-08T05:57:02.010Z,17.954,-66.9941,8,2.88,md,23,203,0.0524,0.11,pr,pr2021098001,2021-04-08T06:52:39.342Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.4,0.64,0.11,13,reviewed,pr,pr
2021-04-08T05:47:29.700Z,20.4313333333333,-156.072666666667,35.27,2.74,ml,55,153,,0.13,hv,hv72416577,2021-04-08T06:14:41.040Z,"32 km NW of Hāwī, Hawaii",earthquake,0.65,0.9,0.18109334955917,11,reviewed,hv,hv
2021-04-08T05:45:29.130Z,37.7803333,-112.9438333,1.32,3.02,ml,18,70,0.217,0.18,uu,uu60432212,2021-04-09T00:02:31.758Z,"2 km SSW of Summit, Utah",earthquake,0.38,2.42,0.143,23,reviewed,uu,uu
2021-04-08T05:26:53.683Z,2.9003,122.4444,551.75,5,mww,,63,2.432,0.84,us,us6000dzxc,2021-04-08T05:46:36.040Z,"270 km NNW of Gorontalo, Indonesia",earthquake,8,5.3,0.093,11,reviewed,us,us
2021-04-08T03:57:47.630Z,32.7751667,-115.4366667,15.82,2.65,ml,47,33,0.03125,0.28,ci,ci39842904,2021-04-09T01:44:39.040Z,"7km SW of Holtville, CA",earthquake,0.3,0.46,0.159,106,reviewed,ci,ci
2021-04-08T03:52:08.190Z,32.7753333,-115.4328333,16.19,3.73,mw,66,34,0.03213,0.33,ci,ci39842896,2021-04-09T07:04:58.727Z,"6km SW of Holtville, CA",earthquake,0.29,0.5,,4,reviewed,ci,ci
2021-04-08T03:28:51.230Z,32.7776667,-115.4376667,15.85,3.2,ml,53,33,0.02863,0.28,ci,ci39842872,2021-04-09T01:00:44.040Z,"6km SW of Holtville, CA",earthquake,0.27,0.39,0.181,88,reviewed,ci,ci
2021-04-08T03:02:55.070Z,19.211,-155.411333333333,34.34,2.45,md,54,147,,0.11,hv,hv72416447,2021-04-09T00:33:24.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.44,0.56,0.193901334610772,25,reviewed,hv,hv
2021-04-08T02:08:32.930Z,32.786,-115.4381667,15.25,2.86,ml,44,46,0.02059,0.29,ci,ci39842792,2021-04-09T00:28:16.040Z,"6km WSW of Holtville, CA",earthquake,0.34,0.58,0.199,65,reviewed,ci,ci
2021-04-08T01:19:42.485Z,19.424,-100.4503,149.75,4.5,mb,,197,8.912,0.66,us,us6000dzw6,2021-04-09T00:23:25.666Z,"4 km NE of Huanguitío, Mexico",earthquake,14.4,13.4,0.032,294,reviewed,us,us
2021-04-08T01:13:46.854Z,-18.5113,169.4896,264.91,5.2,mb,,28,3.751,0.76,us,us6000dzw5,2021-04-08T21:36:53.040Z,"116 km N of Isangel, Vanuatu",earthquake,8.2,5.1,0.03,369,reviewed,us,us
2021-04-08T01:03:00.350Z,36.5476685,-121.1399994,4.93,2.53,md,35,72,0.04372,0.1,nc,nc73546595,2021-04-08T14:22:08.852Z,"2km N of Pinnacles, CA",earthquake,0.22,1.03,0.19,36,automatic,nc,nc
2021-04-08T01:00:40.043Z,-28.9739,-176.3436,10,5.3,mb,,57,9.662,0.69,us,us6000dzw2,2021-04-09T01:03:43.203Z,"Kermadec Islands region",earthquake,9.6,1.3,0.037,249,reviewed,us,us
2021-04-08T00:33:48.156Z,36.4721,27.1608,2.35,4.5,mwr,,56,0.817,0.78,us,us6000dzvs,2021-04-08T08:37:42.971Z,"15 km S of Mandráki, Greece",earthquake,4.5,4.4,0.05,39,reviewed,us,us
2021-04-07T23:50:34.175Z,-6.5813,129.8522,170.51,4.6,mb,,91,1.999,0.82,us,us6000dzvp,2021-04-08T00:11:49.040Z,"Banda Sea",earthquake,8.4,8,0.091,36,reviewed,us,us
2021-04-07T23:14:26.711Z,-36.4066,-70.9175,141.55,4.6,mb,,69,0.384,0.84,us,us6000dzvk,2021-04-08T13:39:34.710Z,"66 km NNW of Las Ovejas, Argentina",earthquake,5.8,5.3,0.075,52,reviewed,us,us
2021-04-07T22:35:05.414Z,36.3683,27.1408,8.59,4,mb,,55,0.807,0.75,us,us6000dzvb,2021-04-07T22:51:26.040Z,"26 km S of Mandráki, Greece",earthquake,2.3,6.7,0.259,4,reviewed,us,us
2021-04-07T21:54:57.952Z,36.4345,27.1031,11.85,4,mb,,54,0.851,0.73,us,us6000dzuz,2021-04-07T22:19:27.040Z,"19 km S of Mandráki, Greece",earthquake,3.7,7.5,0.196,7,reviewed,us,us
2021-04-07T21:18:37.653Z,-10.736,-78.078,48.95,4.2,mb,,151,1.736,0.75,us,us6000dzur,2021-04-07T21:38:20.040Z,"27 km WSW of Paramonga, Peru",earthquake,9,19,0.175,9,reviewed,us,us
2021-04-07T20:41:59.790Z,35.093,-116.9626667,1.92,2.91,ml,35,69,0.219,0.14,ci,ci39842512,2021-04-08T15:42:18.410Z,"22km NNE of Barstow, CA",earthquake,0.16,0.68,0.137,206,reviewed,ci,ci
2021-04-07T20:18:17.420Z,36.7646667,-120.701,3.53,3.31,ml,73,58,0.1254,0.17,nc,nc73546475,2021-04-09T00:32:59.419Z,"23km S of South Dos Palos, CA",earthquake,0.25,1.02,0.221,89,reviewed,nc,nc
2021-04-07T19:43:00.872Z,-28.8826,-176.4683,10,5.2,mb,,71,1.328,1.19,us,us6000dzu7,2021-04-07T21:25:35.040Z,"Kermadec Islands region",earthquake,11.6,1.8,0.056,104,reviewed,us,us
2021-04-07T19:31:57.113Z,52.5229,-169.1906,44.26,4.8,mb,,127,0.418,1.08,us,us6000dztq,2021-04-08T17:27:46.916Z,"51 km SSW of Nikolski, Alaska",earthquake,5.3,6,0.033,280,reviewed,us,us
2021-04-07T19:24:31.322Z,24.8113,128.0731,10,4.2,mb,,102,2.024,0.67,us,us6000dztm,2021-04-07T20:10:32.040Z,"151 km SSE of Itoman, Japan",earthquake,7.6,1.9,0.136,16,reviewed,us,us
2021-04-07T18:48:00.953Z,-28.8376,-176.5327,10,5.6,mww,,59,15.497,0.86,us,us6000dzt8,2021-04-10T23:55:39.040Z,"Kermadec Islands region",earthquake,11.8,1.8,0.098,10,reviewed,us,us
2021-04-07T17:07:32.239Z,44.388,-115.166,10,2.9,ml,,72,0.227,1.17,us,us6000dzsp,2021-04-08T22:54:28.440Z,"26 km NW of Stanley, Idaho",earthquake,2.5,2,0.045,66,reviewed,us,us
2021-04-07T16:51:49.609Z,35.059,-96.31683333,28.64,3.61,ml,71,111,0,0.2,ok,ok2021gurr,2021-04-09T20:05:18.852Z,"7 km WSW of Horntown, Oklahoma",earthquake,,0.5,0.23,30,reviewed,ok,ok
2021-04-07T15:50:23.713Z,1.1091,98.2765,59.52,4.2,mb,,180,0.727,0.3,us,us6000dzr5,2021-04-07T21:52:56.040Z,"89 km SW of Sibolga, Indonesia",earthquake,10,11.8,0.187,8,reviewed,us,us
2021-04-07T15:49:14.462Z,17.5959,-94.4224,154.4,4.3,mb,,180,3.602,0.64,us,us6000dzr2,2021-04-07T21:46:36.040Z,"19 km NNE of Niños Héroes, Mexico",earthquake,14.5,14.5,0.047,127,reviewed,us,us
2021-04-07T15:40:58.727Z,60.0483,-153.4235,131,2.5,ml,,,,0.75,ak,ak0214goav31,2021-04-08T17:27:01.531Z,"48 km NE of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-07T15:17:17.990Z,38.5233333,-122.583,9.21,2.47,md,78,47,0.08924,0.11,nc,nc73546375,2021-04-13T00:27:02.303Z,"6km S of Calistoga, CA",earthquake,0.2,0.36,0.135,55,reviewed,nc,nc
2021-04-07T14:41:35.148Z,23.984,122.2364,22.33,4.2,mb,,90,0.616,0.53,us,us6000dzqk,2021-04-13T06:57:29.040Z,"64 km E of Hualien City, Taiwan",earthquake,3.8,6.6,0.136,18,reviewed,us,us
2021-04-07T13:42:05.870Z,35.6096667,-117.4105,8.97,3.64,ml,44,41,0.04806,0.15,ci,ci39841832,2021-04-09T06:06:45.390Z,"17km S of Trona, CA",earthquake,0.15,0.33,0.133,134,reviewed,ci,ci
2021-04-07T13:34:57.690Z,-28.9075,-176.4644,10,5.2,mb,,70,1.325,0.71,us,us6000dzqf,2021-04-07T14:23:27.040Z,"Kermadec Islands region",earthquake,11.8,1.8,0.071,67,reviewed,us,us
2021-04-07T13:33:42.763Z,56.9391,-156.5046,32.2,2.5,ml,,,,0.36,ak,ak0214gn2gnx,2021-04-07T13:45:30.139Z,"83 km SE of Ugashik, Alaska",earthquake,,1.7,,,automatic,ak,ak
2021-04-07T13:19:35.849Z,23.8338,121.4825,15.89,4.3,mwr,,68,0.353,0.42,us,us6000dzpr,2021-04-13T07:30:31.040Z,"20 km SW of Hualien City, Taiwan",earthquake,3,3.3,0.069,20,reviewed,us,us
2021-04-07T13:17:30.553Z,40.86,-117.2229,7,3.2,ml,9,108.96,0.429,0.1722,nn,nn00804505,2021-04-07T17:56:33.904Z,"11 km NW of Valmy, Nevada",earthquake,,4.2,0.2,8,reviewed,nn,nn
2021-04-07T12:56:14.820Z,38.7898333,-122.7986667,3.59,2.85,md,78,47,0.003756,0.05,nc,nc73546285,2021-04-12T22:21:09.586Z,"4km WNW of The Geysers, CA",earthquake,0.1,0.16,0.117,65,reviewed,nc,nc
2021-04-07T12:32:22.180Z,44.3381667,-115.1925,10.68,2.75,ml,12,84,0.205,0.24,mb,mb80495094,2021-04-08T22:52:51.080Z,"24 km WNW of Stanley, Idaho",earthquake,0.49,0.82,0.164,18,reviewed,mb,mb
2021-04-07T11:46:24.911Z,63.3037,-150.5041,127.2,2.8,ml,,,,0.44,ak,ak0214glyceg,2021-04-07T12:29:24.040Z,"66 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-07T11:09:13.304Z,37.0231,-104.973,5,2.7,ml,,119,0.181,0.24,us,us6000dzny,2021-04-07T12:05:28.040Z,"15 km SSE of Stonewall Gap, Colorado",earthquake,1,1.9,0.053,60,reviewed,us,us
2021-04-07T10:46:01.322Z,13.1108,-81.3327,10,4.5,mb,,34,2.193,0.75,us,us6000dzmi,2021-04-07T11:53:34.969Z,"28 km S of Mountain, Colombia",earthquake,6.1,1.9,0.091,35,reviewed,us,us
2021-04-07T10:42:05.798Z,-28.7892,-176.7552,10,5.4,mww,,75,11.018,0.97,us,us6000dzmg,2021-04-09T14:37:47.318Z,"Kermadec Islands region",earthquake,12.2,1.8,0.057,30,reviewed,us,us
2021-04-07T10:35:03.710Z,45.056,-111.792,8.36,2.51,ml,24,62,0.25,0.18,mb,mb80495084,2021-04-08T22:42:41.160Z,"29 km SSE of Virginia City, Montana",earthquake,0.4,1.23,0.376,19,reviewed,mb,mb
2021-04-07T10:26:51.906Z,-29.0115,-176.6897,10,5.1,mww,,37,1.108,0.59,us,us6000dzm2,2021-04-09T14:49:09.040Z,"Kermadec Islands region",earthquake,9.1,1.8,0.08,15,reviewed,us,us
2021-04-07T09:56:50.657Z,59.578,-152.8692,86.2,2.5,ml,,,,0.63,ak,ak0214gktoc2,2021-04-07T12:13:55.040Z,"59 km WNW of Nanwalek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-07T09:53:28.894Z,-29.1007,-176.6725,10,6,mww,,28,10.803,1.38,us,us6000dzlv,2021-04-08T09:56:30.069Z,"Kermadec Islands region",earthquake,11.4,1.9,0.093,11,reviewed,us,us
